restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
AL Zouq Foods & Caterer,4,"Great food & friendly service, reasonably price, tried the lamb shank bryani, it's very good, highly recommended",1.0,Great food friendly service reasonably price tried the lamb shank it very good highly,"[[('Great', 'NNP'), ('food', 'NN'), ('friendly', 'JJ'), ('service', 'NN'), ('reasonably', 'RB'), ('price', 'NN'), ('tried', 'VBD'), ('the', 'DT'), ('lamb', 'NN'), ('shank', 'VBD'), ('it', 'PRP'), ('very', 'RB'), ('good', 'JJ'), ('highly', 'RB')]]",0.6340000000000001
Aman Restaurant,4,"Love the food and drinks that they serve for their customers, especially their mee goreng ayam mamak! Some of the staff here, however, should learn to be more friendly when taking food orders from customers.",1.0,Love the food and drink that they serve for their customer especially their Some of the staff here however should learn to be more friendly when taking food order from customer,"[[('Love', 'VB'), ('the', 'DT'), ('food', 'NN'), ('and', 'CC'), ('drink', 'NN'), ('that', 'IN'), ('they', 'PRP'), ('serve', 'VBP'), ('for', 'IN'), ('their', 'PRP$'), ('customer', 'NN'), ('especially', 'RB'), ('their', 'PRP$'), ('Some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('staff', 'NN'), ('here', 'RB'), ('however', 'RB'), ('should', 'MD'), ('learn', 'VB'), ('to', 'TO'), ('be', 'VB'), ('more', 'RBR'), ('friendly', 'JJ'), ('when', 'WRB'), ('taking', 'VBG'), ('food', 'NN'), ('order', 'NN'), ('from', 'IN'), ('customer', 'NN')]]",0.65
Gim Tim Restaurant,1,"Tea was added with lots of water, asked to change but said that it was like that, but ended up being able to serve much darker pu er. Pretty sure they served pu er they even said they added water because they were afraid we couldnt sleep at night 😇
Pai gu was really hard!!
worse on top of all these is that toufu which is the fastest to make was not even served after 2 reminders...as we see food on other tables streaming in.
WORSE DINING EXPERIENCE DID NOT FEEL SINCERE AND REMORSEFUL.",0.0,Tea wa added with lot of water to change but said that it wa like that but ended up being able to serve much pu er Pretty sure they pu er they even said they added water because they were afraid we sleep at night  innocent wa really hard worse on top of all these is that which is the to make wa not even after 2 we see food on other table streaming in WORSE DINING EXPERIENCE DID NOT FEEL SINCERE AND REMORSEFUL,"[[('Tea', 'NNP'), ('wa', 'NN'), ('added', 'VBD'), ('with', 'IN'), ('lot', 'NN'), ('of', 'IN'), ('water', 'NN'), ('to', 'TO'), ('change', 'VB'), ('but', 'CC'), ('said', 'VBD'), ('that', 'IN'), ('it', 'PRP'), ('wa', 'VBZ'), ('like', 'IN'), ('that', 'DT'), ('but', 'CC'), ('ended', 'VBD'), ('up', 'RP'), ('being', 'VBG'), ('able', 'JJ'), ('to', 'TO'), ('serve', 'VB'), ('much', 'JJ'), ('pu', 'NN'), ('er', 'NN'), ('Pretty', 'NNP'), ('sure', 'NN'), ('they', 'PRP'), ('pu', 'VBP'), ('er', 'VBP'), ('they', 'PRP'), ('even', 'RB'), ('said', 'VBD'), ('they', 'PRP'), ('added', 'VBD'), ('water', 'NN'), ('because', 'IN'), ('they', 'PRP'), ('were', 'VBD'), ('afraid', 'JJ'), ('we', 'PRP'), ('sleep', 'VBP'), ('at', 'IN'), ('night', 'NN'), ('innocent', 'NN'), ('wa', 'NN'), ('really', 'RB'), ('hard', 'JJ'), ('worse', 'JJR'), ('on', 'IN'), ('top', 'NN'), ('of', 'IN'), ('all', 'PDT'), ('these', 'DT'), ('is', 'VBZ'), ('that', 'IN'), ('which', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('to', 'TO'), ('make', 'VB'), ('wa', 'NN'), ('not', 'RB'), ('even', 'RB'), ('after', 'IN'), ('2', 'CD'), ('we', 'PRP'), ('see', 'VBP'), ('food', 'NN'), ('on', 'IN'), ('other', 'JJ'), ('table', 'JJ'), ('streaming', 'VBG'), ('in', 'IN'), ('WORSE', 'NNP'), ('DINING', 'NNP'), ('EXPERIENCE', 'NNP'), ('DID', 'NNP'), ('NOT', 'NNP'), ('FEEL', 'NNP'), ('SINCERE', 'NNP'), ('AND', 'NNP'), ('REMORSEFUL', 'NNP')]]",0.6573232323232323
Rusnah Cafe,5,"Great local Malay food. We came with our 3 kids, tried the Mee Rebus and the Gado Gado. Left very satisfied. And all for a very affordable price! Will come again.",1.0,Great local food We came with our 3 tried the Rebus and the Left very satisfied And all for a very affordable price Will come again,"[[('Great', 'NNP'), ('local', 'JJ'), ('food', 'NN'), ('We', 'PRP'), ('came', 'VBD'), ('with', 'IN'), ('our', 'PRP$'), ('3', 'CD'), ('tried', 'VBD'), ('the', 'DT'), ('Rebus', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Left', 'NNP'), ('very', 'RB'), ('satisfied', 'VBD'), ('And', 'CC'), ('all', 'DT'), ('for', 'IN'), ('a', 'DT'), ('very', 'RB'), ('affordable', 'JJ'), ('price', 'NN'), ('Will', 'NNP'), ('come', 'VB'), ('again', 'RB')]]",0.41
Rasa Sayang Western Food,5,The fries are great. It has this soft potato flavour. The fried fish is huge! Had to share with my son. All in all good old school western food,1.0,The fry are great It ha this soft potato flavour The fried fish is huge Had to share with my son All in all good old school western food,"[[('The', 'DT'), ('fry', 'NN'), ('are', 'VBP'), ('great', 'JJ'), ('It', 'PRP'), ('ha', 'VBZ'), ('this', 'DT'), ('soft', 'JJ'), ('potato', 'NN'), ('flavour', 'VBD'), ('The', 'DT'), ('fried', 'JJ'), ('fish', 'NN'), ('is', 'VBZ'), ('huge', 'JJ'), ('Had', 'NNP'), ('to', 'TO'), ('share', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('son', 'NN'), ('All', 'DT'), ('in', 'IN'), ('all', 'DT'), ('good', 'JJ'), ('old', 'JJ'), ('school', 'NN'), ('western', 'JJ'), ('food', 'NN')]]",0.46666666666666673
Shami Banana Leaf,5,Always delicious — same excellent taste since 25 years ago when I started patronizing their food court stall at Northpoint. Their Chicken Biryani is my absolute favorite!,1.0,Always delicious  — same excellent taste since 25 year ago when I patronizing their food court stall at Their Chicken is my absolute favorite,"[[('Always', 'NNP'), ('delicious', 'JJ'), ('—', 'NNP'), ('same', 'JJ'), ('excellent', 'JJ'), ('taste', 'NN'), ('since', 'IN'), ('25', 'CD'), ('year', 'NN'), ('ago', 'RB'), ('when', 'WRB'), ('I', 'PRP'), ('patronizing', 'VBG'), ('their', 'PRP$'), ('food', 'NN'), ('court', 'NN'), ('stall', 'NN'), ('at', 'IN'), ('Their', 'NNP'), ('Chicken', 'NNP'), ('is', 'VBZ'), ('my', 'PRP$'), ('absolute', 'JJ'), ('favorite', 'NN')]]",0.8291666666666666
Papa Jones BBQ and Grill,4,"Came here to try after watching their FB marketing Champaign.

Chicken chicken chop with mushroom sauce, $7.50.  At first thought it’s definitely more expensive comparing with other coffeeshop western food. However they made it up with proportional portions and the mushroom sauce is really good.

Prawn Aglio Olio $8.90. Is pretty decent with 4 beautiful prawns that’s pretty well cooked.
However I feel that it’s a bit too spicy on the general side.

Overall it’s good enough for me to come back once in a while. Next time I’ll try their steak.",1.0,Came here to try after watching their marketing Champaign Chicken chicken chop with mushroom sauce 750 At first thought it  ’ s definitely more expensive with other western food However they made it up with proportional portion and the mushroom sauce is really good Prawn Olio 890 Is pretty decent with 4 beautiful prawn that  ’ s pretty well However I feel that it  ’ s a bit too spicy on the general side Overall it  ’ s good enough for me to come back once in a while Next time I  ’ try their steak,"[[('Came', 'NN'), ('here', 'RB'), ('to', 'TO'), ('try', 'VB'), ('after', 'IN'), ('watching', 'VBG'), ('their', 'PRP$'), ('marketing', 'NN'), ('Champaign', 'NNP'), ('Chicken', 'NNP'), ('chicken', 'NN'), ('chop', 'NN'), ('with', 'IN'), ('mushroom', 'NN'), ('sauce', 'NN'), ('750', 'CD'), ('At', 'IN'), ('first', 'JJ'), ('thought', 'VBD'), ('it', 'PRP'), ('’', 'NNP'), ('s', 'VBZ'), ('definitely', 'RB'), ('more', 'RBR'), ('expensive', 'JJ'), ('with', 'IN'), ('other', 'JJ'), ('western', 'JJ'), ('food', 'NN'), ('However', 'RB'), ('they', 'PRP'), ('made', 'VBD'), ('it', 'PRP'), ('up', 'RP'), ('with', 'IN'), ('proportional', 'JJ'), ('portion', 'NN'), ('and', 'CC'), ('the', 'DT'), ('mushroom', 'NN'), ('sauce', 'NN'), ('is', 'VBZ'), ('really', 'RB'), ('good', 'JJ'), ('Prawn', 'NNP'), ('Olio', 'NNP'), ('890', 'CD'), ('Is', 'NNP'), ('pretty', 'JJ'), ('decent', 'NN'), ('with', 'IN'), ('4', 'CD'), ('beautiful', 'JJ'), ('prawn', 'NN'), ('that', 'WDT'), ('’', 'VBZ'), ('s', 'JJ'), ('pretty', 'RB'), ('well', 'RB'), ('However', 'RB'), ('I', 'PRP'), ('feel', 'VBP'), ('that', 'IN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'VBZ'), ('a', 'DT'), ('bit', 'NN'), ('too', 'RB'), ('spicy', 'RB'), ('on', 'IN'), ('the', 'DT'), ('general', 'JJ'), ('side', 'NN'), ('Overall', 'IN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'JJ'), ('good', 'JJ'), ('enough', 'NN'), ('for', 'IN'), ('me', 'PRP'), ('to', 'TO'), ('come', 'VB'), ('back', 'RB'), ('once', 'RB'), ('in', 'IN'), ('a', 'DT'), ('while', 'IN'), ('Next', 'JJ'), ('time', 'NN'), ('I', 'PRP'), ('’', 'VBP'), ('try', 'VB'), ('their', 'PRP$'), ('steak', 'NN')]]",0.5375
SUSHI TEI,5,"Is a Saturday evening, having family dinner hence  we finally came.  Tonight we ordered as if we are in Johar Bahru. Ordered 20 over items.

The sashimi is fresh, curry is nice, upon is nice, fried cuttlefish is awesome.

Wow a very well spend dinner together with my family.  A little waiting time and is all worth it.

Staff here are all super friendly.
Happy mom happy kids.",1.0,Is a evening family dinner hence we finally came Tonight we ordered a if we are in Ordered 20 over item The is fresh curry is nice upon is nice fried cuttlefish is awesome Wow a very well spend dinner together with my family A little waiting time and is all worth it Staff here are all super friendly Happy happy,"[[('Is', 'VBZ'), ('a', 'DT'), ('evening', 'VBG'), ('family', 'NN'), ('dinner', 'NN'), ('hence', 'NN'), ('we', 'PRP'), ('finally', 'RB'), ('came', 'VBD'), ('Tonight', 'NNP'), ('we', 'PRP'), ('ordered', 'VBD'), ('a', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('in', 'IN'), ('Ordered', 'NNP'), ('20', 'CD'), ('over', 'IN'), ('item', 'NN'), ('The', 'DT'), ('is', 'VBZ'), ('fresh', 'JJ'), ('curry', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('upon', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('fried', 'JJ'), ('cuttlefish', 'NN'), ('is', 'VBZ'), ('awesome', 'JJ'), ('Wow', 'NNP'), ('a', 'DT'), ('very', 'RB'), ('well', 'RB'), ('spend', 'VB'), ('dinner', 'NN'), ('together', 'RB'), ('with', 'IN'), ('my', 'PRP$'), ('family', 'NN'), ('A', 'DT'), ('little', 'JJ'), ('waiting', 'JJ'), ('time', 'NN'), ('and', 'CC'), ('is', 'VBZ'), ('all', 'DT'), ('worth', 'IN'), ('it', 'PRP'), ('Staff', 'NNP'), ('here', 'RB'), ('are', 'VBP'), ('all', 'DT'), ('super', 'JJ'), ('friendly', 'RB'), ('Happy', 'JJ'), ('happy', 'JJ')]]",0.7358974358974358
Kam Jia Zhuang Seafood,4,"Definitely a good place for good Zhichar specials!  Why specials?  This family-managed business has absolutely what almost every food hunter would like to find and taste.  Good price,  ample parking lots,  good food,  friendliness,  special chef recommendations although most times have to wait.  With good food waiting is fine isn't it.",1.0,Definitely a good place for good special Why special This business ha absolutely what almost every food would like to find and taste Good price ample parking lot good food friendliness special chef recommendation although most time have to wait With good food waiting is fine it,"[[('Definitely', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('place', 'NN'), ('for', 'IN'), ('good', 'JJ'), ('special', 'JJ'), ('Why', 'WRB'), ('special', 'JJ'), ('This', 'DT'), ('business', 'NN'), ('ha', 'NN'), ('absolutely', 'RB'), ('what', 'WP'), ('almost', 'RB'), ('every', 'DT'), ('food', 'NN'), ('would', 'MD'), ('like', 'VB'), ('to', 'TO'), ('find', 'VB'), ('and', 'CC'), ('taste', 'VB'), ('Good', 'JJ'), ('price', 'NN'), ('ample', 'NNS'), ('parking', 'VBG'), ('lot', 'NN'), ('good', 'JJ'), ('food', 'NN'), ('friendliness', 'NN'), ('special', 'JJ'), ('chef', 'NN'), ('recommendation', 'NN'), ('although', 'IN'), ('most', 'JJS'), ('time', 'NN'), ('have', 'VBP'), ('to', 'TO'), ('wait', 'VB'), ('With', 'IN'), ('good', 'JJ'), ('food', 'NN'), ('waiting', 'NN'), ('is', 'VBZ'), ('fine', 'JJ'), ('it', 'PRP')]]",0.6012987012987012
SUSHI TEI,3,"Revisited after few months and there's good improvement to the quality of food. Ordered Crispy Salmon Mentaiko, Iberico Pork, Salmon Sashimi(limited time 1-1 promo with UOB) and a Tendon. The Tendon fell short of expectation, but that again …",1.0,after few month and there good improvement to the quality of food Ordered Crispy Salmon Pork Salmon time 11 with and a Tendon The Tendon fell short of expectation but that again  …,"[[('after', 'IN'), ('few', 'JJ'), ('month', 'NN'), ('and', 'CC'), ('there', 'RB'), ('good', 'JJ'), ('improvement', 'NN'), ('to', 'TO'), ('the', 'DT'), ('quality', 'NN'), ('of', 'IN'), ('food', 'NN'), ('Ordered', 'NNP'), ('Crispy', 'NNP'), ('Salmon', 'NNP'), ('Pork', 'NNP'), ('Salmon', 'NNP'), ('time', 'NN'), ('11', 'CD'), ('with', 'IN'), ('and', 'CC'), ('a', 'DT'), ('Tendon', 'NNP'), ('The', 'DT'), ('Tendon', 'NNP'), ('fell', 'VBD'), ('short', 'RB'), ('of', 'IN'), ('expectation', 'NN'), ('but', 'CC'), ('that', 'DT'), ('again', 'RB'), ('…', 'NN')]]",0.3333333333333333
Ichiban Boshi (Jurong Point),4,"Surprisingly waitin time for seats is not too long for a family of 5paxs, 15mins, on a Sat, 1315H. Food is tasty, portion is reasonable. Service is okay.",1.0,Surprisingly time for seat is not too long for a family of 5paxs 15mins on a Sat 1315H Food is tasty portion is reasonable Service is,"[[('Surprisingly', 'RB'), ('time', 'NN'), ('for', 'IN'), ('seat', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('too', 'RB'), ('long', 'RB'), ('for', 'IN'), ('a', 'DT'), ('family', 'NN'), ('of', 'IN'), ('5paxs', 'CD'), ('15mins', 'NNS'), ('on', 'IN'), ('a', 'DT'), ('Sat', 'NNP'), ('1315H', 'CD'), ('Food', 'NNP'), ('is', 'VBZ'), ('tasty', 'JJ'), ('portion', 'NN'), ('is', 'VBZ'), ('reasonable', 'JJ'), ('Service', 'NNP'), ('is', 'VBZ')]]",0.5
Mad Charcoal,1,"Had high expectations for this place, and ordered their Angus Steak for $35. Steak was greasy and overcooked — requested for medium rare, but got almost well done (see picture). Apparently their standards have dropped; went at 12pm when it was not yet crowded.",0.0,Had high expectation for this place and ordered their Steak for 35 Steak wa greasy and  — for medium rare but got almost well done see picture Apparently their standard have went at 12pm when it wa not yet crowded,"[[('Had', 'NNP'), ('high', 'JJ'), ('expectation', 'NN'), ('for', 'IN'), ('this', 'DT'), ('place', 'NN'), ('and', 'CC'), ('ordered', 'VBD'), ('their', 'PRP$'), ('Steak', 'NN'), ('for', 'IN'), ('35', 'CD'), ('Steak', 'NNP'), ('wa', 'NN'), ('greasy', 'NN'), ('and', 'CC'), ('—', 'NN'), ('for', 'IN'), ('medium', 'NN'), ('rare', 'JJ'), ('but', 'CC'), ('got', 'VBD'), ('almost', 'RB'), ('well', 'RB'), ('done', 'VBN'), ('see', 'VBP'), ('picture', 'NN'), ('Apparently', 'NNP'), ('their', 'PRP$'), ('standard', 'NN'), ('have', 'VBP'), ('went', 'VBD'), ('at', 'IN'), ('12pm', 'CD'), ('when', 'WRB'), ('it', 'PRP'), ('wa', 'VBD'), ('not', 'RB'), ('yet', 'RB'), ('crowded', 'VBN')]]",0.4475
Lee Kwang Kee Teochew Cuisine,3,"First time trying with my family of 3. Previously they don't have dim sum but they do now.

We had:

1. Steam carrot cake
2. Steam beancurd roll
3. Steam Xiaolong Bao
4. Steam Prawn Chives Dumpling
5. Seafood Roll

Dim sum no GST but ala carte has.

Total damage is about $35.",2.0,First time trying with my family of 3 Previously they dont have dim sum but they do now We had 1 Steam carrot cake 2 Steam roll 3 Steam 4 Steam Prawn Dumpling 5 Roll Dim sum no but ala carte ha Total damage is about 35,"[[('First', 'JJ'), ('time', 'NN'), ('trying', 'VBG'), ('with', 'IN'), ('my', 'PRP$'), ('family', 'NN'), ('of', 'IN'), ('3', 'CD'), ('Previously', 'NNP'), ('they', 'PRP'), ('dont', 'VBP'), ('have', 'VBP'), ('dim', 'VBN'), ('sum', 'NNS'), ('but', 'CC'), ('they', 'PRP'), ('do', 'VBP'), ('now', 'RB'), ('We', 'PRP'), ('had', 'VBD'), ('1', 'CD'), ('Steam', 'NNP'), ('carrot', 'NN'), ('cake', 'NN'), ('2', 'CD'), ('Steam', 'NNP'), ('roll', 'NN'), ('3', 'CD'), ('Steam', 'NN'), ('4', 'CD'), ('Steam', 'NNP'), ('Prawn', 'NNP'), ('Dumpling', 'NNP'), ('5', 'CD'), ('Roll', 'NNP'), ('Dim', 'NNP'), ('sum', 'VBZ'), ('no', 'DT'), ('but', 'CC'), ('ala', 'VBZ'), ('carte', 'NNS'), ('ha', 'JJ'), ('Total', 'JJ'), ('damage', 'NN'), ('is', 'VBZ'), ('about', 'IN'), ('35', 'CD')]]",0.45
&JOY Japanese Food Street (Jurong Point),3,Decent but overly priced.,2.0,Decent but overly priced,"[[('Decent', 'NN'), ('but', 'CC'), ('overly', 'RB'), ('priced', 'VBN')]]",0.6666666666666666
Papa Jones BBQ and Grill,4,"Ordered 2 rib-eye steaks with garlic merlot sauce at $16 each thanks to Shopee. Redemption was fast and easy. Good quality for the price - steak was juicy and tender with minimum amt of fat and loved the garlic merlot sauce, curly fries was crispy (I suspect it's the frozen ones you can get at the supermarket), corn was sweet and well flavoured, but I found the coleslaw to be too sweet. Overall, highly recommend!",1.0,Ordered 2 steak with garlic sauce at 16 each thanks to Redemption wa fast and easy Good quality for the price steak wa juicy and tender with minimum amt of fat and the garlic sauce curly fry wa crispy I suspect it the frozen one you can get at the supermarket corn wa sweet and well but I found the coleslaw to be too sweet Overall highly recommend,"[[('Ordered', 'VBN'), ('2', 'CD'), ('steak', 'NN'), ('with', 'IN'), ('garlic', 'JJ'), ('sauce', 'NN'), ('at', 'IN'), ('16', 'CD'), ('each', 'DT'), ('thanks', 'NNS'), ('to', 'TO'), ('Redemption', 'NNP'), ('wa', 'NN'), ('fast', 'RB'), ('and', 'CC'), ('easy', 'JJ'), ('Good', 'NNP'), ('quality', 'NN'), ('for', 'IN'), ('the', 'DT'), ('price', 'NN'), ('steak', 'NN'), ('wa', 'NN'), ('juicy', 'NN'), ('and', 'CC'), ('tender', 'NN'), ('with', 'IN'), ('minimum', 'JJ'), ('amt', 'NN'), ('of', 'IN'), ('fat', 'NN'), ('and', 'CC'), ('the', 'DT'), ('garlic', 'JJ'), ('sauce', 'VBP'), ('curly', 'JJ'), ('fry', 'NN'), ('wa', 'NN'), ('crispy', 'NN'), ('I', 'PRP'), ('suspect', 'VBP'), ('it', 'PRP'), ('the', 'DT'), ('frozen', 'JJ'), ('one', 'CD'), ('you', 'PRP'), ('can', 'MD'), ('get', 'VB'), ('at', 'IN'), ('the', 'DT'), ('supermarket', 'NN'), ('corn', 'NN'), ('wa', 'NN'), ('sweet', 'NN'), ('and', 'CC'), ('well', 'RB'), ('but', 'CC'), ('I', 'PRP'), ('found', 'VBD'), ('the', 'DT'), ('coleslaw', 'NN'), ('to', 'TO'), ('be', 'VB'), ('too', 'RB'), ('sweet', 'JJ'), ('Overall', 'NNP'), ('highly', 'RB'), ('recommend', 'VBP')]]",0.5091666666666667
Malaysia Boleh @ Jurong Point,5,Nice food at an affordable price.,1.0,Nice food at an affordable price,"[[('Nice', 'JJ'), ('food', 'NN'), ('at', 'IN'), ('an', 'DT'), ('affordable', 'JJ'), ('price', 'NN')]]",1.0
Kia Hiang,1,Horrible attitude and service despite the decent food. Shop was empty at 11:30 and 3 out of 4 people have arrived but they won't let us order the food in advance.,0.0,Horrible attitude and service despite the decent food Shop wa empty at 1130 and 3 out of 4 people have but they wont let u order the food in advance,"[[('Horrible', 'JJ'), ('attitude', 'NN'), ('and', 'CC'), ('service', 'NN'), ('despite', 'IN'), ('the', 'DT'), ('decent', 'JJ'), ('food', 'NN'), ('Shop', 'NNP'), ('wa', 'NN'), ('empty', 'NN'), ('at', 'IN'), ('1130', 'CD'), ('and', 'CC'), ('3', 'CD'), ('out', 'IN'), ('of', 'IN'), ('4', 'CD'), ('people', 'NNS'), ('have', 'VBP'), ('but', 'CC'), ('they', 'PRP'), ('wont', 'VBP'), ('let', 'VB'), ('u', 'JJ'), ('order', 'NN'), ('the', 'DT'), ('food', 'NN'), ('in', 'IN'), ('advance', 'NN')]]",0.7222222222222222
